Name_HG,Image_HG,Slogan,Tags,Price,Player,Time,Age,Year,Manufacture,Equipment,Url_game_hg,Transliterated_name
Эпичные схватки боевых магов: Крутагидон. Экстремально острый чипсихоз,https://hobbygames.ru/image/cache/hobbygames_beta/data/HobbyWorld/Shvatki_Magov/Krutagidon_Chipsihoz/HG/krutogidon_extrimalno_ostriy_chipsio-1000x416-wm.jpg,ОХРУСТЕННЕЙШИЙ СИКВЕЛ!,"Новинки 2022 года,Вечериночные игры,Игры для взрослых,Игры для компании,Карточные игры,Эпичные схватки боевых магов",1 990 ,2-5,45-60,18+,2022,Hobby World,"245 карт,10 планшетов колдунов,30 жетонов дохлых колдунов,5 жетонов лошар,40 жетонов чипсин,10 жетонов колдунских свойств,5 черепушек для отсчёта жизней,Планшет Хаты Чипсодина,Главный приз Крутагидона,Правила игры ,Размер коробки: 277x194x67 мм,Размер карт 63х89 мм (рекомендуются протекторы из данного раздела,245 шт.),Вес: 1.03 кг",https://hobbygames.ru/jepichnie-shvatki-boevih-magov-krutagidon-jekstremalno-ostrij-chipsihoz,Epichnye shvatki boevyh magov: Krutagidon. Ekstremal'no ostryj chipsihoz
Остров духов: Ветви и когти,https://hobbygames.ru/image/cache/hobbygames_beta/data/HobbyWorld/Ostrov_Duhov/Spirit-Island_Bandamp-C_box-roznica-1000x416-wm.jpg,Колонизация неминуема!,"Остров духов,Кооперативные игры,Стратегические игры,Хардкорные игры",2 990 ,1-4,90-120,13+,2020,Hobby World,"Дополнительное поле захватчиков,2 планшета духов,4 планшета и 20 жетонов сценариев,Планшет и 2 жетона противника,4 памятки,60 карт способностей,9 карт скверны,15 карт страха,26 карт событий,88 жетонов зверей,дебрей,болезней и раздоров,Правила дополнения ,Размер коробки: 277x194x67 мм,Размер карт: 63x88 мм (рекомендуются протекторы из данного раздела,114 шт.),Вес: 0.95 кг",https://hobbygames.ru/ostrov-duhov-vetvi-i-kogti,Ostrov duhov: Vetvi i kogti
Набор игр,https://hobbygames.ru/image/cache/hobbygames_beta/data/HobbyWorld/Machi_Koro/Machi_Koro_bundle-1000x416-wm.jpg,Расширьте уютный городок!,"Дуэльные игры,Мачи Коро,Игры для компании,Карточные игры,Наборы игр,Семейные игры,Стратегические игры,Экономические игры",1 599 ,2-5,30-45,7+,2014,Hobby World,"""Мачи Коро"",""Мачи Коро: Шарп"",Вес: 0.755 кг",https://hobbygames.ru/machi-koro-magnat,Nabor igr
Звёздные художники,https://hobbygames.ru/image/cache/hobbygames_beta/data/Ekonomikuc/Zvjozdnie_hudozhniki/zvvyozdnie_hudozhniki-1000x416-wm.JPG,Астрономическое искусство,"Вечериночные игры,Детские игры,Игры для компании,Семейные игры",1 490 ,2-8,30,6+,2022,Экономикус,"5 звёздных атласов по 30 листов каждый,98 двухсторонних карт слов,18 карт фигур,Карандаш,Правила игры ,Размер коробки: 225x225x43 мм,Размер карт: 63,5x89 мм (рекомендуются протекторы из данного раздела,18 шт.),Размер карт: 43x68 мм (рекомендуются протекоры из данного раздела,98 шт.),Вес: 0.69 кг",https://hobbygames.ru/zvjozdnie-hudozhniki,Zvezdnye hudozhniki
Свинтус: Метаморфозы,https://hobbygames.ru/image/cache/hobbygames_beta/data/HobbyWorld/Svintus/Swintus_Metamorphisis/Svintus_Metamorfozy00-1000x416-wm.jpg,Расширяем поросячий отряд,"Вечериночные игры,Игры в дорогу,Игры для компании,Свинтус,Игры на внимание,Карточные игры",390 ,2-10,15-20,8+,2016,Hobby World,"15 двухсторонних карт зверей,Пустая карта для полёта вашей фантазии,Правила игры,Размер коробки: 155х93х25 мм,Размер карт: 76x112 мм,Вес: 0.08 кг",https://hobbygames.ru/svintus-metamorfozi,Svintus: Metamorfozy
Перекати-слово,https://hobbygames.ru/image/cache/hobbygames_beta/data/Magellan/Perekati-slovo/HG/perekati-slovo_00-1000x416-wm.JPG,Вербальное сумо,"Новинки 2022 года,Вечериночные игры,Игры для компании,Семейные игры",1 490 ,2-12,20,8+,2022,Magellan,"Игровое поле,17 фишек с буквами,208 карт с темами,Жетон первой команды,Часы на 30 секунд,Правила игры ,Размер коробки: 255x255x62 мм,Размер карт: 56x87 мм (рекомендуются протекторы из данного раздела,208 шт. ),Вес: 0.73 кг",https://hobbygames.ru/perekati-slovo,Perekati-slovo
КвестМастер: Проклятие сфинкса,https://hobbygames.ru/image/cache/hobbygames_beta/data/Style_Jizny/Kvest_Master/Proklyatie_sfinksa/Kvestmaster_Proklyatie_Sfinksa-1000x416-wm.jpg,Нетривиальная экскурсия,"КвестМастер,Игры для компании,Квесты,Кооперативные игры,Логические игры,Приключенческие игры,Семейные игры",690 ,1-6,30-90,12+,2020,Стиль Жизни,"60 двухсторонних карт ,Размер коробки: 175x125x40 мм,Вес: 0.3 кг",https://hobbygames.ru/kvestmaster-prokljatie-sfinksa,KvestMaster: Prokljatie sfinksa
Эверделл,https://hobbygames.ru/image/cache/hobbygames_beta/data/HobbyWorld/Everdell/Ehverdell00-1000x416-wm.jpg,Сказки вечного леса,"Выбор настольщика 2022,Эверделл,Семейные игры,Стратегические игры,Экономические игры",5 990 ,1-4,40-80,10+,2020,Hobby World,"Восьмигранный кубик,Игровое поле,Вечное древо,128 карт с красочными иллюстрациями,105 фишек ресурсов: ягод,веток,смолы и камушков,24 фишки работников,4 жетона событий,27 мини-карт,30 жетонов победных очков,20 жетонов закрытых дверей ,Размер коробки: 297х297х70 мм,Размер больших карт: 64х89 мм (рекомендуются протекторы из данного раздела,129 шт.),Размер малых карт: 43x65 мм (рекомендуются протекторы из данного раздела,27 шт.),Вес: 1.8 кг",https://hobbygames.ru/jeverdell,Everdell
Эволюция: Растения,https://hobbygames.ru/image/cache/hobbygames_beta/data/Pravilnye_igry/Evoluciya_Rasteniya/Evoluciya_Rasteniya-1000x416-wm.jpg,"Растения будут пищей, покровителями и убежищами","Игры для компании,Карточные игры,Эволюция,Семейные игры,Стратегические игры",990 ,2-4,60+,12+,2016,Правильные Игры,"36 карт растений,36 карт свойств растений,25 красных фишек,15 зелёных фишек,4 пустышки карт растений,Правила игры ,Размер карт: 63,5х88 мм,Вес: 0.24 кг",https://hobbygames.ru/jevoljucija-rastenija,Evoljutsija: Rastenija
Вечная зима. Священные земли,https://hobbygames.ru/image/cache/hobbygames_beta/data/Gaga/Vechnaya_Zima/Dopolneniya/vechnaya_zima_svyaschennye_zemli-1000x416-wm.JPG,Такова воля богов,"Вечная зима,Карточные игры,Приключенческие игры,Стратегические игры,Хардкорные игры,Экономические игры",490 ,1-4,60-120,12+,2022,GaGa Games,"Размер упаковки: 120х70х3 мм,Размер карт: 59х92 мм,Вес: 0.15 кг",https://hobbygames.ru/vechnaja-zima-svjashhennie-zemli,Vechnaja zima. Svjaschennye zemli
Языколомище,https://hobbygames.ru/image/cache/hobbygames_beta/data/Ekonomikuc/Yazykolom/Yazikolomiche-1000x416-wm.jpg,Скоростное чтение и чёткая артикуляция,"Языколом,Вечериночные игры,Детские игры,Детские товары,Игры для компании,Семейные игры",1 490 ,1-22,10+,6+,2019,Экономикус,"9 частей карты путешествия,224 карты заданий и приключений,4 фишки команд,Волчок,Правила игры ,Размер коробки: 245x245x45 мм,Размер карт: 56x87 мм,Вес: 0.692 кг",https://hobbygames.ru/jazikolomishhe,Jazykolomische
